uid,gid,fpid,tname,drvn,obt,qtr,min,sec,yfog,plays,succ,rfd,pfd,ofd,ry,ra,py,pa,pc,peyf,peya,net,res
99218,4239,694227,DET,2,INT,1,1,45,20,3,0,0,0,0,0,0,-6,3,0,0,0,-6,PUNT
99219,4239,694231,CHI,2,PUNT,1,2,41,15,4,3,1,0,0,12,3,6,1,1,0,0,18,PUNT
99220,4239,694236,DET,3,PUNT,2,6,0,20,11,4,0,3,0,3,3,41,7,5,0,0,44,MFG
99221,4239,694247,CHI,3,MFG,2,1,32,44,3,0,0,0,0,3,1,-5,2,0,0,0,-2,PUNT
99222,4239,694251,DET,4,PUNT,2,4,45,3,11,6,0,4,0,6,2,56,9,6,0,0,62,DWNS
99223,4239,694262,CHI,4,DWNS,2,0,28,35,3,1,0,1,0,0,0,21,3,1,0,0,21,INT
99224,4239,694265,DET,5,INT,2,0,11,62,3,0,0,0,0,0,0,-2,2,1,0,0,-2,FG
99225,4239,694269,CHI,5,KOFF,3,5,57,17,10,5,1,1,0,15,6,37,3,3,0,0,52,FG
99226,4239,694280,DET,6,KOFF,3,2,13,13,3,0,0,0,0,2,1,-2,2,1,0,5,-5,PUNT
99227,4239,694285,CHI,6,PUNT,3,1,22,59,3,2,0,1,0,7,2,34,1,1,0,0,41,TD
99228,4239,694290,DET,7,KOFF,3,4,21,28,8,5,2,2,0,25,5,47,3,2,0,0,72,TD
99229,4239,694300,CHI,7,KOFF,3,2,47,17,6,4,0,3,0,9,2,74,4,3,0,0,83,TD
99230,4239,694308,DET,8,KOFF,4,4,34,20,8,7,0,4,0,7,2,73,6,5,0,0,80,TD
99231,4239,694318,CHI,8,KOFF,4,3,7,47,7,2,0,2,0,3,1,29,5,2,5,0,37,FG
99232,4239,694327,DET,9,KOFF,4,2,4,4,4,1,0,1,0,0,0,15,4,2,0,7,8,PUNT
99233,4239,694333,CHI,9,PUNT,4,1,44,43,4,2,1,0,0,15,2,5,2,1,0,0,20,INT
99234,4239,694337,DET,10,INT,4,1,51,33,6,2,0,1,0,1,5,6,1,1,0,0,7,ENDQ
99235,4240,694344,KC,1,KOFF,1,4,8,20,8,5,1,4,0,15,3,65,5,4,0,0,80,TD
99236,4240,694354,OAK,1,KOFF,1,3,56,25,6,3,0,2,0,7,3,19,3,2,0,0,26,PUNT
99237,4240,694361,KC,2,PUNT,1,6,5,13,12,8,5,1,0,56,7,26,5,3,5,0,87,TD
99238,4240,694376,OAK,2,KOFF,1,2,11,62,5,3,0,1,0,3,2,29,2,2,0,5,27,FG
99239,4240,694383,KC,3,KOFF,2,5,27,16,8,2,1,1,0,26,6,14,2,1,0,0,40,PUNT
99240,4240,694392,OAK,3,PUNT,2,1,46,7,5,1,0,1,0,1,1,11,4,2,0,0,12,PUNT
99241,4240,694398,KC,4,PUNT,2,0,7,31,1,0,0,0,0,0,0,0,1,0,0,0,0,INT
99242,4240,694399,OAK,4,INT,2,2,46,54,5,3,1,0,0,16,3,6,2,1,0,0,22,INT
99243,4240,694404,KC,5,INT,2,0,7,20,1,0,0,0,0,0,0,0,1,0,15,0,0,INT
99244,4240,694407,KC,6,KOFF,2,1,30,55,3,0,0,0,0,6,2,0,1,0,0,0,6,PUNT
99245,4240,694411,OAK,5,PUNT,2,1,41,9,6,2,0,1,0,2,1,23,5,2,0,5,20,PUNT
99246,4240,694419,KC,7,PUNT,2,0,16,25,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
99247,4240,694421,OAK,6,KOFF,3,1,6,29,3,0,0,0,0,1,1,0,2,0,0,0,1,PUNT
99248,4240,694425,KC,8,PUNT,3,2,52,24,5,3,1,0,0,1,2,15,3,2,9,0,25,PUNT
99249,4240,694432,OAK,7,PUNT,3,2,3,10,3,0,0,0,0,6,1,-9,2,0,0,0,-3,BLPU
99250,4240,694437,KC,9,BLPU,3,1,56,47,4,3,0,2,0,11,2,32,2,2,15,5,53,TD
99251,4240,694444,OAK,8,KOFF,3,3,37,22,6,1,0,1,0,2,2,18,4,3,0,0,20,PUNT
99252,4240,694451,KC,10,PUNT,3,3,8,29,6,3,0,1,0,9,2,-3,4,1,5,0,11,PUNT
99253,4240,694459,OAK,9,PUNT,3,3,13,22,6,1,0,1,0,0,0,17,6,3,0,0,17,PUNT
99254,4240,694466,KC,11,PUNT,4,8,50,20,13,9,4,0,0,61,11,1,2,2,0,10,52,DWNS
99255,4240,694480,OAK,10,DWNS,4,1,17,28,5,3,1,1,1,10,2,33,3,2,29,0,72,TD
99256,4240,694488,KC,12,KOFF,4,0,24,53,3,1,0,0,0,5,3,0,0,0,0,0,5,PUNT
99257,4240,694492,OAK,11,PUNT,4,1,34,11,6,1,0,1,1,0,0,10,6,4,11,0,21,ENDQ
99258,4241,694500,DEN,1,KOFF,1,0,31,20,2,2,0,1,0,0,0,80,2,2,0,0,80,TD
99259,4241,694504,SD,1,KOFF,1,4,19,20,10,5,1,2,0,21,4,27,5,3,0,0,48,FG
99260,4241,694515,DEN,2,KOFF,1,1,49,20,5,2,2,1,0,28,4,46,1,1,0,0,74,FUM
99261,4241,694520,SD,2,FUM,1,1,29,5,3,1,0,0,1,4,2,0,1,0,0,0,4,PUNT
99262,4241,694524,DEN,3,PUNT,1,2,6,35,6,3,0,1,0,6,1,17,5,2,0,0,23,INT
99263,4241,694530,SD,3,INT,1,3,15,37,6,3,1,0,0,8,4,8,2,1,0,0,16,PUNT
99264,4241,694537,DEN,4,PUNT,1,2,11,20,6,3,1,2,0,20,2,31,4,2,0,0,51,FUM
99265,4241,694543,SD,4,FUM,2,1,4,29,3,0,0,0,1,4,1,0,2,0,0,0,4,PUNT
99266,4241,694547,DEN,5,PUNT,2,3,53,23,6,2,0,1,0,6,3,20,3,3,0,0,26,PUNT
99267,4241,694554,SD,5,PUNT,2,2,21,11,3,1,0,0,0,0,1,2,2,1,0,5,-3,PUNT
99268,4241,694559,DEN,6,PUNT,2,0,12,49,1,0,0,0,0,0,0,0,1,0,0,0,0,INT
99269,4241,694560,SD,6,INT,2,0,58,72,4,0,0,0,0,4,1,0,2,0,0,0,4,FG
99270,4241,694565,DEN,7,KOFF,2,1,37,20,3,0,0,0,0,-2,1,2,2,1,0,0,0,PUNT
99271,4241,694569,SD,7,PUNT,2,3,17,39,5,1,0,1,0,8,2,7,3,2,5,15,10,PUNT
99272,4241,694577,DEN,8,PUNT,2,0,58,27,5,2,0,1,0,7,1,18,4,2,0,10,15,ENDQ
99273,4241,694584,SD,8,KOFF,3,3,7,20,6,3,0,1,0,12,4,8,2,1,0,0,20,PUNT
99274,4241,694591,DEN,9,PUNT,3,0,30,5,2,1,1,1,0,6,1,10,1,1,0,0,16,FUM
99275,4241,694593,SD,9,FUM,3,3,5,68,5,2,1,1,1,22,3,5,2,1,5,0,32,TD
99276,4241,694601,DEN,10,KOFF,3,2,54,20,8,7,4,1,0,55,6,20,2,2,5,0,80,TD
99277,4241,694612,SD,10,KOFF,3,4,55,20,9,5,1,1,0,6,2,36,7,5,0,0,42,DWNS
99278,4241,694621,DEN,11,DWNS,3,2,20,38,7,3,1,1,0,21,3,16,3,1,0,5,32,FG
99279,4241,694630,SD,11,KOFF,4,0,11,20,1,1,0,1,0,0,0,80,1,1,0,5,-20,TD
99280,4241,694634,DEN,12,KOFF,4,3,13,20,7,3,1,2,0,25,3,33,3,2,5,0,63,FG
99281,4241,694643,SD,12,KOFF,4,1,58,20,3,2,0,0,0,0,0,19,3,3,0,10,9,PUNT
99282,4241,694648,DEN,13,PUNT,4,1,28,23,3,0,0,0,0,2,1,0,2,0,0,0,2,PUNT
99283,4241,694652,SD,13,PUNT,4,1,29,22,3,0,0,0,0,3,2,0,1,0,0,0,3,INT
99284,4241,694655,DEN,14,INT,4,0,6,77,1,1,1,0,0,23,1,0,0,0,0,0,23,TD
99285,4241,694658,SD,14,KOFF,4,3,4,20,8,3,1,1,1,18,3,15,5,3,10,0,40,DWNS
99286,4241,694668,DEN,15,DWNS,4,1,40,40,5,1,1,0,0,13,5,0,0,0,0,0,13,ENDQ
99287,4242,694674,ARI,1,KOFF,1,2,19,20,4,1,0,1,0,1,1,18,3,2,0,0,19,PUNT
99288,4242,694679,SEA,1,PUNT,1,7,19,12,12,7,3,2,0,59,8,39,4,4,0,10,88,TD
99289,4242,694694,ARI,2,KOFF,1,0,49,20,2,0,0,0,0,0,1,0,1,0,0,0,0,INT
99290,4242,694696,SEA,2,INT,1,1,25,59,4,1,0,0,0,5,1,2,2,1,0,0,7,FG
99291,4242,694701,ARI,3,KOFF,1,6,9,20,12,5,1,4,1,12,6,53,6,4,15,0,80,TD
99292,4242,694715,SEA,3,KOFF,2,5,57,20,11,7,2,3,0,22,7,58,4,3,0,0,80,TD
99293,4242,694728,ARI,4,KOFF,2,2,4,20,6,1,0,1,0,5,1,6,5,1,0,5,6,PUNT
99294,4242,694736,SEA,4,PUNT,2,0,7,92,1,1,0,1,0,0,0,8,1,1,0,0,8,TD
99295,4242,694739,ARI,5,KOFF,2,0,52,20,3,1,0,0,0,0,0,6,3,1,0,0,6,PUNT
99296,4242,694743,SEA,5,PUNT,2,0,51,73,3,1,0,1,0,3,1,24,2,1,0,0,27,TD
99297,4242,694748,ARI,6,KOFF,2,0,31,20,3,1,0,0,0,0,0,9,3,1,0,0,9,PUNT
99298,4242,694752,SEA,6,PUNT,2,1,10,49,8,3,0,2,0,0,0,24,7,3,5,0,29,MFG
99299,4242,694761,ARI,7,MFG,2,0,27,30,5,3,0,2,0,0,0,37,4,3,0,0,37,MFG
99300,4242,694767,SEA,7,KOFF,3,5,21,35,10,4,2,1,0,28,5,22,4,3,0,0,50,FG
99301,4242,694778,ARI,8,KOFF,3,1,22,10,4,0,1,0,1,7,2,0,2,0,15,0,22,INT
99302,4242,694782,SEA,8,INT,3,3,28,67,7,2,0,1,0,10,3,-11,3,1,0,0,-1,FG
99303,4242,694790,ARI,9,KOFF,3,1,28,20,3,2,0,0,0,3,1,5,2,1,0,0,8,PUNT
99304,4242,694794,SEA,9,PUNT,3,3,9,33,5,1,0,1,0,-4,3,15,2,2,0,0,11,PUNT
99305,4242,694800,ARI,10,PUNT,3,0,59,10,4,0,0,1,1,0,0,-8,4,0,15,5,2,PUNT
99306,4242,694806,SEA,10,PUNT,4,2,37,34,3,2,0,0,0,14,3,0,0,0,0,5,9,PUNT
99307,4242,694811,ARI,11,PUNT,4,6,23,10,13,7,0,5,0,-1,1,79,12,7,0,0,78,INT
99308,4242,694824,SEA,11,INT,4,5,13,40,10,4,0,2,0,8,6,28,4,3,5,0,41,ENDQ
99309,4243,694835,STL,1,KOFF,1,3,5,8,5,2,1,0,0,2,2,14,3,2,0,0,11,PUNT
99310,4243,694841,SF,1,PUNT,1,1,29,53,3,0,0,0,0,-3,1,7,2,1,0,0,4,PUNT
99311,4243,694845,STL,2,PUNT,1,2,15,13,6,2,1,1,0,18,2,54,3,1,0,0,72,FG
99312,4243,694852,SF,2,KOFF,1,2,47,19,4,1,1,0,0,13,2,2,2,2,0,0,15,PUNT
99313,4243,694857,STL,3,PUNT,1,2,5,11,3,1,0,0,0,1,2,7,1,1,0,0,8,PUNT
99314,4243,694861,SF,3,PUNT,1,3,27,30,7,4,1,2,0,6,3,69,4,4,0,5,70,TD
99315,4243,694871,STL,4,KOFF,2,3,33,30,7,4,0,2,0,13,3,21,4,2,0,0,34,DWNS
99316,4243,694879,SF,4,DWNS,2,2,16,37,7,2,1,0,0,55,3,0,3,0,0,0,55,FG
99317,4243,694887,STL,5,KOFF,2,6,20,20,12,6,1,3,1,21,5,30,6,4,15,0,66,FG
99318,4243,694900,SF,5,KOFF,2,0,56,43,3,2,0,1,0,4,1,7,2,1,0,0,11,INT
99319,4243,694903,STL,6,INT,2,0,16,97,2,1,1,0,0,3,2,0,0,0,0,0,3,TD
99320,4243,694907,SF,6,KOFF,2,1,2,20,5,1,0,1,0,0,0,15,5,2,0,5,15,PUNT
99321,4243,694914,STL,7,PUNT,2,0,29,34,4,1,1,0,0,40,1,0,2,0,0,0,40,FG
99322,4243,694920,SF,7,KOFF,3,5,23,20,12,4,0,3,0,7,6,63,5,4,0,0,70,FG
99323,4243,694933,STL,8,KOFF,3,8,24,20,14,6,2,2,0,15,6,41,7,6,5,15,46,MFG
99324,4243,694949,SF,8,MFG,3,3,34,42,8,3,1,0,0,10,2,14,6,3,5,10,19,DWNS
99325,4243,694959,STL,9,DWNS,4,2,18,39,4,3,0,1,0,8,2,12,2,1,0,5,20,PUNT
99326,4243,694965,SF,9,PUNT,4,5,53,20,12,6,1,2,0,12,7,50,4,3,10,0,60,FG
99327,4243,694980,STL,10,KOFF,4,1,43,20,3,0,0,0,0,-2,1,5,2,1,0,0,3,PUNT
99328,4243,694984,SF,10,PUNT,4,1,13,26,6,3,0,1,0,5,2,37,4,2,0,5,37,PUNT
99329,4243,694992,STL,11,PUNT,4,0,52,20,4,1,0,1,0,0,0,10,4,1,0,0,10,PUNT
99330,4243,694997,SF,11,PUNT,4,0,40,2,4,0,1,0,1,-2,4,0,0,0,15,0,13,ENDQ
99331,4243,695002,SF,12,KOFF,5,2,57,20,6,2,0,1,0,1,2,32,4,3,0,0,30,PUNT
99332,4243,695009,STL,12,PUNT,5,7,14,19,12,6,2,2,0,14,7,37,4,3,0,0,51,BLFG
99333,4243,695021,SF,13,BLFG,5,1,21,26,5,3,0,3,1,0,0,54,4,3,15,0,69,FG
99334,4244,695027,CAR,1,KOFF,1,6,6,24,11,6,1,2,0,17,4,17,7,4,0,0,34,PUNT
99335,4244,695039,TB,1,PUNT,1,4,22,17,8,4,1,1,0,9,5,21,3,2,0,0,30,PUNT
99336,4244,695048,CAR,2,PUNT,1,1,26,19,4,1,0,2,0,1,1,25,3,2,0,0,26,FUM
99337,4244,695052,TB,2,FUM,1,1,38,55,5,1,0,1,1,5,1,19,3,2,0,0,24,FG
99338,4244,695058,CAR,3,KOFF,1,3,53,23,9,7,2,3,0,15,5,57,4,4,5,0,77,TD
99339,4244,695070,TB,3,KOFF,2,0,52,20,3,0,0,0,0,1,1,0,2,0,0,0,1,PUNT
99340,4244,695074,CAR,4,PUNT,2,2,14,40,6,1,0,1,0,0,1,29,4,1,0,0,29,FG
99341,4244,695081,TB,4,KOFF,2,0,57,20,3,1,0,1,0,0,0,28,3,1,0,0,28,INT
99342,4244,695084,CAR,5,INT,2,4,15,54,7,5,2,1,0,26,5,20,2,2,0,0,46,TD
99343,4244,695093,TB,5,KOFF,2,1,34,20,3,0,0,0,0,-4,2,3,1,1,0,0,-1,PUNT
99344,4244,695097,CAR,6,PUNT,2,0,51,51,3,2,1,1,0,18,2,31,1,1,0,5,-51,TD
99345,4244,695103,TB,6,KOFF,2,1,52,20,13,6,0,5,0,0,0,73,13,6,5,0,78,ENDQ
99346,4244,695118,TB,7,KOFF,3,3,3,20,5,1,0,0,1,8,3,-4,2,1,5,0,9,PUNT
99347,4244,695125,CAR,7,PUNT,3,1,56,32,3,0,0,0,0,14,2,-6,1,0,0,8,0,PUNT
99348,4244,695130,CAR,8,PUNT,3,0,43,97,2,2,1,0,0,3,2,0,0,0,0,0,3,TD
99349,4244,695134,TB,8,KOFF,3,4,33,20,9,7,3,1,0,48,6,32,3,3,5,0,80,TD
99350,4244,695145,CAR,9,KOFF,3,3,16,20,6,4,2,1,0,17,4,22,2,2,20,0,59,FUM
99351,4244,695152,TB,9,FUM,3,3,3,21,7,2,0,2,1,2,2,49,5,3,0,0,51,INT
99352,4244,695159,CAR,10,INT,4,6,4,43,10,5,1,3,0,2,4,60,6,5,0,5,57,TD
99353,4244,695172,TB,10,KOFF,4,6,16,20,16,6,0,5,0,8,2,88,14,10,0,40,56,DWNS
99354,4244,695189,CAR,11,DWNS,4,1,6,24,2,0,0,0,0,-2,2,0,0,0,0,0,-2,ENDQ
99355,4245,695192,MIN,1,KOFF,1,4,15,20,10,2,2,0,0,51,4,8,5,1,0,0,59,FG
99356,4245,695203,GB,1,KOFF,1,8,43,20,15,8,3,1,0,38,10,27,4,3,5,0,70,FG
99357,4245,695220,MIN,2,KOFF,1,1,40,24,3,1,0,0,0,8,2,0,1,0,0,0,8,PUNT
99358,4245,695224,GB,2,PUNT,1,2,34,16,5,2,1,0,0,4,2,3,3,1,0,0,7,PUNT
99359,4245,695230,MIN,3,PUNT,2,4,7,16,6,1,0,1,0,4,3,20,3,2,0,0,24,PUNT
99360,4245,695237,GB,3,PUNT,2,2,9,19,3,0,0,0,0,-2,1,7,2,2,0,5,5,PUNT
99361,4245,695242,MIN,4,PUNT,2,3,37,43,8,2,1,2,1,8,3,26,4,2,9,0,43,FG
99362,4245,695251,GB,4,KOFF,2,2,9,20,6,2,0,1,1,0,0,28,6,4,12,0,40,DWNS
99363,4245,695258,MIN,5,DWNS,2,0,38,40,5,1,0,1,0,0,0,18,5,2,0,5,18,PUNT
99364,4245,695265,GB,5,PUNT,2,0,8,17,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
99365,4245,695267,GB,6,KOFF,3,1,33,20,3,1,0,0,0,0,2,4,1,1,5,0,9,PUNT
99366,4245,695272,MIN,6,PUNT,3,2,55,42,6,6,3,1,0,47,5,11,1,1,0,0,58,TD
99367,4245,695280,GB,7,KOFF,3,1,50,27,3,0,0,0,0,0,1,1,2,1,0,0,1,PUNT
99368,4245,695284,MIN,7,PUNT,3,2,14,23,4,1,0,0,1,11,3,0,1,0,5,0,16,INT
99369,4245,695289,GB,8,INT,3,2,0,57,3,2,0,1,0,8,2,0,1,0,0,10,-2,FUM
99370,4245,695295,GB,9,KOFF,3,6,1,20,14,6,1,4,0,26,6,64,8,4,0,10,80,TD
99371,4245,695311,MIN,8,KOFF,4,3,27,20,6,2,2,0,1,15,4,8,2,2,5,0,28,PUNT
99372,4245,695318,GB,10,PUNT,4,4,39,16,8,4,0,3,0,3,1,56,6,5,0,0,59,FG
99373,4245,695327,GB,11,KOFF,4,3,12,23,8,3,0,3,0,0,0,64,8,4,0,0,64,INT
99374,4245,695335,MIN,9,INT,4,1,11,20,3,1,0,0,0,7,3,0,0,0,0,0,7,PUNT
99375,4245,695339,GB,12,PUNT,4,1,9,42,8,2,0,1,0,0,0,20,8,3,0,0,20,DWNS
99376,4246,695350,HOU,1,KOFF,1,0,54,20,3,1,0,0,0,4,1,0,2,0,0,0,4,PUNT
99377,4246,695354,KC,1,PUNT,1,5,17,13,10,7,2,1,0,17,4,12,6,3,0,0,29,PUNT
99378,4246,695365,HOU,2,PUNT,1,1,20,17,3,0,0,0,0,2,2,0,1,0,0,0,2,INT
99379,4246,695368,KC,2,INT,1,0,44,67,2,1,0,0,0,5,1,0,1,0,0,0,5,INT
99380,4246,695370,HOU,3,INT,1,6,14,17,11,4,0,4,1,14,6,15,5,4,12,0,41,FUM
99381,4246,695382,KC,3,FUM,1,2,30,42,5,1,0,1,1,6,2,21,2,2,0,0,27,FG
99382,4246,695388,HOU,4,KOFF,2,2,15,20,5,1,0,1,0,0,1,11,4,2,0,0,11,PUNT
99383,4246,695394,KC,4,PUNT,2,3,29,30,6,3,0,1,0,9,3,31,2,2,0,0,40,FG
99384,4246,695401,HOU,5,KOFF,2,3,22,20,8,4,2,1,0,61,5,16,3,1,0,0,77,INT
99385,4246,695409,KC,5,INT,2,1,36,22,3,0,0,0,0,2,1,-4,2,0,0,0,-2,PUNT
99386,4246,695413,HOU,6,PUNT,2,0,27,40,2,0,0,0,0,1,1,0,1,0,10,0,1,INT
99387,4246,695415,KC,6,INT,2,1,16,10,5,4,1,0,0,31,4,6,1,1,0,0,37,PUNT
99388,4246,695421,HOU,7,PUNT,2,0,25,9,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
99389,4246,695423,HOU,8,KOFF,3,5,2,20,11,5,1,2,0,25,5,15,6,3,0,0,40,PUNT
99390,4246,695435,KC,7,PUNT,3,5,23,6,11,8,2,5,1,26,4,63,7,6,15,10,94,TD
99391,4246,695449,HOU,9,KOFF,3,0,26,20,3,0,0,0,0,0,0,0,3,0,0,0,0,PUNT
99392,4246,695453,KC,8,PUNT,3,4,13,29,8,5,3,1,1,19,7,48,1,1,4,0,71,TD
99393,4246,695463,HOU,10,KOFF,4,4,7,20,11,5,0,3,0,6,2,55,9,5,0,10,51,DWNS
99394,4246,695475,KC,9,DWNS,4,4,24,29,6,4,1,0,0,14,4,-7,2,1,0,0,7,PUNT
99395,4246,695482,HOU,11,PUNT,4,0,13,8,1,0,0,0,0,0,0,0,1,0,0,0,0,INT
99396,4246,695483,KC,10,INT,4,2,13,79,4,0,0,0,0,3,2,3,1,1,0,0,6,FG
99397,4246,695488,HOU,12,KOFF,4,0,50,20,3,0,0,0,0,2,1,0,2,0,0,0,2,PUNT
99398,4246,695492,KC,11,PUNT,4,3,9,51,5,2,1,0,0,9,5,0,0,0,0,0,9,ENDQ
99399,4247,695498,PIT,1,KOFF,1,1,31,20,3,1,0,0,0,-1,1,4,2,1,0,0,3,PUNT
99400,4247,695502,CIN,1,PUNT,1,2,22,36,3,1,0,0,0,0,1,13,2,2,0,5,8,PUNT
99401,4247,695507,PIT,2,PUNT,1,2,53,19,5,2,0,1,0,9,1,11,4,3,0,0,20,PUNT
99402,4247,695513,CIN,2,PUNT,1,4,30,29,8,3,0,2,0,-2,2,35,6,3,5,5,33,PUNT
99403,4247,695524,PIT,3,PUNT,1,5,38,6,10,6,2,1,0,46,8,17,2,1,0,15,48,PUNT
99404,4247,695535,CIN,3,PUNT,2,1,35,7,3,1,0,0,0,2,1,5,2,1,0,0,7,PUNT
99405,4247,695539,PIT,4,PUNT,2,0,59,35,3,0,0,0,0,2,1,0,2,0,0,0,2,PUNT
99406,4247,695543,CIN,4,PUNT,2,2,10,29,3,0,0,0,0,14,2,-11,1,0,0,0,2,PUNT
99407,4247,695547,PIT,5,PUNT,2,2,34,34,5,1,0,2,1,5,2,-6,3,1,20,0,19,FUM
99408,4247,695553,CIN,5,FUM,2,0,51,47,3,0,0,0,1,-3,1,0,2,0,0,0,-3,INT
99409,4247,695556,PIT,6,INT,2,2,30,59,6,3,1,0,0,12,3,23,2,1,0,15,20,FG
99410,4247,695563,CIN,6,KOFF,2,0,38,20,3,1,0,0,0,0,0,4,3,1,0,0,4,PUNT
99411,4247,695567,PIT,7,PUNT,2,1,16,25,9,4,0,3,0,0,1,55,7,4,13,5,63,FG
99412,4247,695578,CIN,7,KOFF,2,0,33,20,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
99413,4247,695580,CIN,8,KOFF,3,2,47,18,6,3,1,2,1,40,2,2,4,2,15,0,42,FUM
99414,4247,695586,PIT,8,FUM,3,2,4,36,5,2,1,0,1,47,3,0,1,0,0,0,47,FG
99415,4247,695592,CIN,9,KOFF,3,1,38,20,5,1,0,1,0,-1,2,22,3,1,0,0,21,PUNT
99416,4247,695598,PIT,9,PUNT,3,3,29,18,7,4,1,2,0,12,4,70,2,2,0,0,82,TD
99417,4247,695606,CIN,10,KOFF,3,3,25,20,9,4,2,3,1,15,3,20,6,4,20,0,55,FUM
99418,4247,695616,PIT,10,FUM,3,1,50,25,3,0,0,0,1,2,1,-12,2,0,0,10,-20,PUNT
99419,4247,695621,CIN,11,PUNT,4,0,50,54,3,2,1,0,1,4,2,0,1,0,42,0,46,TD
99420,4247,695627,PIT,11,KOFF,4,2,46,20,5,2,1,0,0,29,2,-7,3,1,0,0,22,PUNT
99421,4247,695633,CIN,12,PUNT,4,5,59,13,13,7,2,3,0,14,5,56,7,5,0,0,70,FG
99422,4247,695647,PIT,12,KOFF,4,1,44,20,3,1,0,0,0,0,1,7,2,1,0,0,7,PUNT
99423,4247,695651,CIN,13,PUNT,4,1,38,55,8,3,0,2,0,3,1,42,6,4,0,0,45,TD
99424,4247,695660,PIT,13,KOFF,4,0,14,14,1,0,0,0,0,0,0,0,1,0,0,0,0,INT
99425,4247,695661,CIN,14,INT,4,0,13,74,1,0,1,0,0,6,1,0,0,0,0,0,6,FUM
99426,4247,695662,PIT,14,FUM,4,1,9,9,9,4,0,3,2,4,1,40,7,5,30,0,74,FG
99427,4247,695673,CIN,15,KOFF,4,0,14,24,1,0,0,0,0,0,0,0,1,0,0,0,0,ENDQ
99428,4248,695675,MIN,1,KOFF,1,7,5,12,11,4,1,1,1,1,5,37,6,4,5,0,43,PUNT
99429,4248,695688,SEA,1,PUNT,1,1,2,22,4,0,0,0,0,3,2,0,2,0,0,0,3,DWNS
99430,4248,695692,MIN,2,DWNS,1,5,52,71,10,3,1,1,0,12,6,13,3,2,0,0,25,FG
99431,4248,695703,SEA,2,KOFF,1,4,15,17,7,4,1,1,0,22,5,7,2,1,0,0,29,PUNT
99432,4248,695711,MIN,3,PUNT,2,1,36,28,3,1,0,0,0,6,2,0,1,0,0,0,6,PUNT
99433,4248,695715,SEA,3,PUNT,2,4,28,39,7,2,1,1,0,14,3,29,4,4,0,5,38,DWNS
