uid,gid,player,pa,pc,py,ints,tdp,ra,sra,ry,tdr,trg,rec,recy,tdrec,ret,rety,tdret,fuml,peny,conv,snp,fp,fp2,fp3,game,seas,year,team,posd,jnum,dcp
88166,4237,DM-1600,0,0,0,0,0,12,7,92,0,8,5,53,0,0,0,0,1,0,0,61,12.5,15,18.5,2,8,2015,DAL,RB,20,1
88167,4237,KM-2560,48,33,435,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,68,23.4,25.4,27.4,2,4,2015,DAL,QB,17,2
88168,4237,CB-1130,0,0,0,0,0,0,0,0,0,7,5,53,2,0,0,0,0,0,0,42,17.3,19.8,22.3,2,4,2015,DAL,LWR,11,2
88169,4237,KC-2350,15,12,176,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,19.04,19.04,19.04,1,4,2015,WAS,QB,8,1
88170,4237,JR-1150,0,0,0,0,0,0,0,0,0,4,4,45,0,0,0,0,0,0,0,13,4.5,6.5,8.5,1,3,2015,WAS,TE,86,1
88171,4237,PG-0100,0,0,0,0,0,0,0,0,0,4,3,49,1,0,0,0,0,0,0,21,10.9,12.4,13.9,1,8,2015,WAS,LWR,88,1
88172,4237,CT-1220,0,0,0,0,0,7,1,19,0,0,0,0,0,0,0,0,0,0,0,18,1.9,1.9,1.9,1,3,2015,WAS,RB,25,3
88173,4237,RG-1650,0,0,0,0,0,0,0,0,0,4,3,18,1,0,0,0,0,0,0,50,7.8,9.3,10.8,1,2,2015,WAS,RWR,14,2
88174,4237,LW-1150,0,0,0,0,0,0,0,0,0,0,0,0,0,7,76,0,0,0,0,10,0,0,0,2,1,2015,DAL,RWR,13,2
88175,4237,JC-5680,0,0,0,0,0,0,0,0,0,7,5,109,1,3,6,0,0,0,0,40,16.9,19.4,24.9,1,1,2015,WAS,WR,80,1
88176,4237,BB-4100,0,0,0,0,0,0,0,0,0,10,4,60,0,0,0,0,0,0,0,59,6,8,10,2,3,2015,DAL,RWR,19,3
88177,4237,TW-2270,0,0,0,0,0,0,0,0,0,9,8,173,0,0,0,0,0,0,0,54,17.3,21.3,28.3,2,3,2015,DAL,RWR,83,1
88178,4237,JW-6000,0,0,0,0,0,0,0,0,0,8,6,58,1,0,0,0,0,0,0,67,11.8,14.8,17.8,2,13,2015,DAL,TE,82,1
88179,4237,AM-2850,0,0,0,0,0,19,10,100,0,0,0,0,0,0,0,0,0,0,0,30,10,10,13,1,4,2015,WAS,RB,46,1
88180,4237,RT-1950,0,0,0,0,0,2,0,6,0,1,1,-1,0,0,0,0,0,0,0,6,0.5,1,1.5,2,4,2015,DAL,RB,23,3
88181,4237,GS-1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,0,0,0,1,1,2015,DAL,TE,87,2
88182,4237,JH-0860,0,0,0,0,0,0,0,0,0,3,3,28,0,0,0,0,0,0,0,17,2.8,4.3,5.8,2,4,2015,DAL,TE,84,1
88183,4237,PT-0400,0,0,0,0,0,7,2,30,0,2,1,5,0,0,0,0,0,0,0,17,3.5,4,4.5,1,9,2015,WAS,RB,39,4
88184,4237,JH-3210,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,1,3,2015,DAL,FS,38,1
88185,4237,CM-1500,11,7,128,0,1,3,0,-3,0,0,0,0,0,0,0,0,0,0,0,41,8.82,8.82,8.82,1,6,2015,WAS,QB,16,2
88186,4237,RR-1150,0,0,0,0,0,0,0,0,0,3,2,71,1,0,0,0,0,0,0,43,13.1,14.1,15.1,1,3,2015,WAS,LWR,19,2
88187,4237,DY-0200,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,10,0,11,0.7,1.2,1.7,1,7,2015,WAS,FB,36,1
88188,4237,AS-1700,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39,0,0,0,1,11,2015,WAS,TE,83,2
88189,4237,DS-4750,0,0,0,0,0,0,0,0,0,2,1,11,0,0,0,0,0,0,0,15,1.1,1.6,2.1,2,2,2015,DAL,LWR,15,1
88190,4238,SB-1100,38,30,320,1,2,2,0,-2,0,0,0,0,0,0,0,0,0,0,0,66,18.6,19.6,21.6,1,6,2015,PHI,QB,7,1
88191,4238,RM-1200,0,0,0,0,0,4,1,11,0,2,1,7,0,0,0,0,0,0,0,8,1.8,2.3,2.8,1,6,2015,PHI,RB,24,2
88192,4238,DS-3300,0,0,0,0,0,3,3,24,1,3,3,20,0,0,0,0,0,0,0,11,10.4,11.9,13.4,1,11,2015,PHI,RB,43,3
88193,4238,BC-0700,0,0,0,0,0,0,0,0,0,2,2,38,0,0,0,0,0,0,0,31,3.8,4.8,5.8,1,9,2015,PHI,TE,87,1
88194,4238,DM-4300,0,0,0,0,0,12,5,69,1,1,0,0,0,0,0,0,1,0,0,26,10.9,10.9,11.9,1,5,2015,PHI,RB,29,1
88195,4238,RJ-0800,0,0,0,0,0,27,19,170,1,5,2,6,0,0,0,0,0,0,0,45,23.6,24.6,28.6,2,7,2015,NYG,RB,23,1
88196,4238,EM-0200,43,24,302,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,84,18.08,18.08,22.08,2,12,2015,NYG,QB,10,1
88197,4238,OB-0075,0,0,0,0,0,0,0,0,0,7,5,54,0,1,5,0,0,5,0,79,5.4,7.9,10.4,1,2,2015,NYG,LWR,13,1
88198,4238,RR-0130,0,0,0,0,0,0,0,0,0,7,4,79,1,0,0,0,0,0,0,84,13.9,15.9,17.9,2,4,2015,NYG,LWR,82,2
88199,4238,KB-0350,0,0,0,0,0,5,3,18,0,5,5,21,0,0,0,0,0,0,0,18,3.9,6.4,8.9,1,3,2015,PHI,RB,34,4
88200,4238,JM-1550,0,0,0,0,0,0,0,0,0,9,7,54,2,0,0,0,0,0,0,49,17.4,20.9,24.4,1,2,2015,PHI,SWR,81,1
88201,4238,WT-0600,0,0,0,0,0,0,0,0,0,8,5,67,1,0,0,0,0,0,0,67,12.7,15.2,17.7,2,1,2015,NYG,TE,48,1
88202,4238,AW-1350,0,0,0,0,0,5,4,26,0,0,0,0,0,0,0,0,0,0,0,9,2.6,2.6,2.6,2,2,2015,NYG,RB,44,2
88203,4238,MW-1475,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,38,0,0,0,2,3,2015,NYG,RWR,19,2
88204,4238,SV-0200,0,0,0,0,0,4,2,12,0,8,6,72,0,0,0,0,0,0,0,30,8.4,11.4,14.4,2,5,2015,NYG,RB,34,3
88205,4238,JH-5750,0,0,0,0,0,0,0,0,0,2,0,0,0,1,15,0,0,0,0,38,0,0,0,1,2,2015,PHI,RWR,13,2
88206,4238,ZE-0100,0,0,0,0,0,0,0,0,0,9,9,152,0,0,0,0,0,0,0,49,15.2,19.7,27.2,1,3,2015,PHI,TE,86,2
88207,4238,NA-0050,0,0,0,0,0,0,0,0,0,3,2,23,0,0,0,0,0,0,0,46,2.3,3.3,4.3,1,1,2015,PHI,RWR,17,1
88208,4238,HN-0500,0,0,0,0,0,0,0,0,0,4,2,24,0,0,0,0,0,0,0,44,2.4,3.4,4.4,2,7,2015,NYG,RWR,88,3
88209,4238,TB-3950,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,10,0.5,1,1.5,1,2,2015,PHI,TE,47,3
88210,4238,RC-2300,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,41,0,0,0,1,6,2015,PHI,LWR,14,1
88211,4239,AA-0025,0,0,0,0,0,10,7,44,0,1,1,7,0,4,67,0,0,0,0,26,5.1,5.6,6.1,2,1,2015,DET,RB,21,1
88212,4239,MS-4100,39,28,298,0,3,6,1,10,0,0,0,0,0,0,0,0,0,0,0,65,24.92,24.92,24.92,2,7,2015,DET,QB,9,1
88213,4239,EE-0050,0,0,0,0,0,0,0,0,0,7,5,25,1,0,0,0,0,4,0,53,8.5,11,13.5,2,2,2015,DET,TE,85,1
88214,4239,CJ-1100,0,0,0,0,0,0,0,0,0,15,10,137,1,0,0,0,0,0,0,59,19.7,24.7,32.7,2,9,2015,DET,RWR,81,1
88215,4239,GT-0100,0,0,0,0,0,0,0,0,0,6,4,34,0,1,0,0,0,0,0,55,3.4,5.4,7.4,2,6,2015,DET,LWR,15,1
88216,4239,TW-3900,0,0,0,0,0,0,0,0,0,1,1,9,1,0,0,0,0,0,0,6,6.9,7.4,7.9,1,3,2015,DET,TE,89,1
88217,4239,DT-1250,0,0,0,0,0,0,0,0,0,2,1,45,0,3,57,0,0,0,0,9,4.5,5,5.5,2,4,2015,CHI,LWR,14,3
88218,4239,MF-1300,0,0,0,0,0,17,10,76,0,3,3,34,1,0,0,0,0,0,0,43,17,18.5,20,2,8,2015,CHI,RB,22,1
88219,4239,JC-6200,23,17,245,3,2,1,1,11,0,0,0,0,0,0,0,0,0,0,0,52,12.9,15.9,12.9,2,10,2015,CHI,QB,6,1
88220,4239,RH-3000,0,0,0,0,0,0,0,0,0,2,2,18,0,0,0,0,0,0,0,23,1.8,2.8,3.8,1,5,2015,CHI,TE,88,1
88221,4239,MM-0900,0,0,0,0,0,1,0,-3,0,8,6,80,0,4,73,0,0,0,0,48,7.7,10.7,13.7,2,6,2015,CHI,RWR,80,1
88222,4239,CM-2245,0,0,0,0,0,0,0,0,0,4,2,19,0,0,0,0,0,0,0,32,1.9,2.9,3.9,1,1,2015,CHI,LWR,81,2
88223,4239,KC-0250,0,0,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,2,2,2015,CHI,RB,25,3
88224,4239,JB-2700,0,0,0,0,0,3,2,9,0,2,2,49,0,0,0,0,0,0,0,12,5.8,6.8,7.8,2,6,2015,DET,RB,35,2
88225,4239,TR-0370,0,0,0,0,0,2,0,4,0,5,4,29,0,0,0,0,0,0,0,31,3.3,5.3,7.3,2,3,2015,DET,RB,25,3
88226,4239,JL-0280,0,0,0,0,0,5,1,14,0,0,0,0,0,0,0,0,0,0,0,14,1.4,1.4,1.4,2,1,2015,CHI,RB,33,2
88227,4239,JB-2950,0,0,0,0,0,0,0,0,0,4,3,49,1,0,0,0,0,0,0,42,10.9,12.4,13.9,2,4,2015,CHI,LWR,11,1
88228,4239,MB-5175,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0,0,0,0,11,0.8,1.3,1.8,1,1,2015,DET,FB,46,1
88229,4239,BP-0200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,16,0,0,0,1,7,2015,DET,TE,80,2
88230,4239,TJ-2350,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0,0,0,2,2,2015,DET,LWR,13,3
88231,4240,AS-1600,24,14,156,2,2,9,4,61,0,0,0,0,0,0,0,0,0,0,0,65,16.34,18.34,16.34,1,11,2015,KC,QB,11,1
88232,4240,AS-0900,0,0,0,0,0,0,0,0,0,2,2,21,0,0,0,0,0,0,0,15,2.1,3.1,4.1,1,5,2015,KC,FB,42,1
88233,4240,DH-1450,0,0,0,0,0,0,0,0,0,3,1,15,1,0,0,0,0,0,0,30,7.5,8,8.5,1,3,2015,KC,TE,84,2
88234,4240,CW-1450,0,0,0,0,0,13,5,34,0,1,1,-2,0,0,0,0,0,0,0,36,3.2,3.7,4.2,1,2,2015,KC,RB,35,3
88235,4240,TK-0150,0,0,0,0,0,0,0,0,0,2,1,10,0,0,0,0,0,10,0,62,1,1.5,2,1,3,2015,KC,TE,87,1
88236,4240,JM-0200,0,0,0,0,0,1,1,18,0,4,3,54,1,0,0,0,0,0,0,49,13.2,14.7,16.2,1,7,2015,KC,RWR,19,1
88237,4240,TJ-2400,0,0,0,0,0,0,0,0,0,0,0,0,0,3,124,0,0,0,0,0,0,0,0,1,5,2015,OAK,RB,22,2
88238,4240,DC-0725,33,21,194,1,1,2,2,12,0,0,0,0,0,0,0,0,0,0,0,57,10.96,11.96,10.96,1,2,2015,OAK,QB,4,1
88239,4240,JO-0550,0,0,0,0,0,0,0,0,0,1,1,14,0,0,0,0,0,0,0,6,1.4,1.9,2.4,1,4,2015,OAK,FB,49,1
88240,4240,LM-1850,0,0,0,0,0,11,3,31,0,6,4,25,0,0,0,0,0,0,0,39,5.6,7.6,9.6,1,3,2015,OAK,RB,28,1
88241,4240,AC-2350,0,0,0,0,0,0,0,0,0,5,2,20,0,0,0,0,0,0,0,55,2,3,4,1,1,2015,OAK,RWR,89,1
88242,4240,SW-0350,0,0,0,0,0,16,12,76,1,0,0,0,0,1,14,0,0,0,0,29,13.6,13.6,13.6,1,3,2015,KC,RB,32,1
88243,4240,AW-1650,0,0,0,0,0,0,0,0,0,6,3,24,0,0,0,0,0,0,0,49,2.4,3.9,5.4,1,2,2015,KC,LWR,12,1
88244,4240,CC-3950,0,0,0,0,0,0,0,0,0,3,2,22,0,1,14,0,0,0,0,27,2.2,3.2,4.2,1,1,2015,KC,RWR,17,3
88245,4240,CW-0225,0,0,0,0,0,0,0,0,0,4,4,46,0,0,0,0,0,0,0,23,4.6,6.6,8.6,1,1,2015,OAK,TE,88,3
88246,4240,LS-1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,18,0,0,0,1,5,2015,OAK,TE,86,1
88247,4240,MC-2900,0,0,0,0,0,0,0,0,0,7,3,34,1,0,0,0,0,0,0,52,9.4,10.9,12.4,1,7,2015,OAK,LWR,15,1
88248,4240,RH-1600,0,0,0,0,0,3,1,5,0,4,2,23,0,0,0,0,0,0,0,15,2.8,3.8,4.8,1,5,2015,OAK,RB,26,3
88249,4240,FH-0100,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0,1,0,0,0,1,3,2015,KC,LWR,85,2
88250,4240,JR-3270,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,0,0,0,0,0,0,0,0,1,5,2015,OAK,LWR,13,3
88251,4240,JA-2900,0,0,0,0,0,0,0,0,0,2,2,15,0,0,0,0,0,0,0,22,1.5,2.5,3.5,1,10,2015,KC,RWR,81,2
88252,4240,SR-0750,0,0,0,0,0,0,0,0,0,3,3,20,0,0,0,0,0,0,0,44,2,3.5,5,1,2,2015,OAK,WR,10,1
88253,4240,MR-0970,0,0,0,0,0,0,0,0,0,2,2,12,0,0,0,0,0,0,0,21,1.2,2.2,3.2,1,3,2015,OAK,TE,81,2
88254,4240,CS-0250,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.12,0.12,1,2,2015,KC,P,5,2
88255,4241,BO-0650,22,14,232,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,37,7.28,9.28,8.28,2,4,2015,DEN,QB,17,1
88256,4241,RH-2350,0,0,0,0,0,15,8,117,1,3,2,10,0,0,0,0,0,0,0,36,18.7,19.7,23.7,2,4,2015,DEN,RB,23,2
88257,4241,DT-0900,0,0,0,0,0,0,0,0,0,9,5,117,1,0,0,0,0,0,0,52,17.7,20.2,25.7,2,6,2015,DEN,LWR,88,1
88258,4241,DB-4800,0,0,0,0,0,21,9,81,0,3,2,10,0,0,0,0,0,0,0,43,9.1,10.1,11.1,1,7,2015,SD,RB,34,2
88259,4241,PR-0300,35,21,228,1,2,2,0,5,0,0,0,0,0,0,0,0,0,5,0,72,15.62,16.62,15.62,1,12,2015,SD,QB,17,1
88260,4241,DW-4300,0,0,0,0,0,5,1,11,0,10,8,51,0,0,0,0,0,0,0,43,6.2,10.2,14.2,1,8,2015,SD,RB,39,1
88261,4241,JH-3450,0,0,0,0,0,1,1,13,0,4,3,18,0,3,0,0,0,0,0,43,3.1,4.6,6.1,1,2,2015,SD,LWR,8,2
88262,4241,DI-0075,0,0,0,0,0,0,0,0,0,6,3,25,0,0,0,0,0,0,0,70,2.5,4,5.5,1,5,2015,SD,RWR,15,1
88263,4241,AG-0500,0,0,0,0,0,0,0,0,0,5,3,34,1,0,0,0,0,0,0,62,9.4,10.9,12.4,1,13,2015,SD,TE,85,1
88264,4241,CA-0750,0,0,0,0,0,15,7,95,1,3,1,-5,0,0,0,0,1,0,0,28,13,13.5,15,2,3,2015,DEN,RB,22,1
88265,4241,ES-0200,0,0,0,0,0,0,0,0,0,8,5,99,0,0,0,0,1,5,0,56,7.9,10.4,13.9,2,6,2015,DEN,RWR,10,1
88266,4241,CL-0275,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,1,2,2015,DEN,RWR,14,2
88267,4241,BF-0950,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,22,0.3,0.8,1.3,2,2,2015,DEN,LWR,16,3
88268,4241,JN-1900,0,0,0,0,0,0,0,0,0,4,3,48,0,4,33,0,0,0,0,39,4.8,6.3,7.8,2,7,2015,DEN,WR,11,1
88269,4241,MF-0800,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,0,0,1,12,2015,SD,LWR,80,1
88270,4241,OD-0100,0,0,0,0,0,0,0,0,0,1,1,15,0,0,0,0,0,0,0,45,1.5,2,2.5,2,10,2015,DEN,TE,81,1
88271,4241,PM-0200,9,5,69,0,0,2,0,-2,0,0,0,0,0,0,0,0,0,0,0,29,2.56,2.56,2.56,1,18,2015,DEN,QB,18,3
88272,4241,VG-0300,0,0,0,0,0,0,0,0,0,1,1,14,0,0,0,0,0,0,0,27,1.4,1.9,2.4,2,5,2015,DEN,FB,85,1
88273,4241,TW-2875,0,0,0,0,0,0,0,0,0,5,2,90,1,0,0,0,0,0,0,24,15,16,17,1,1,2015,SD,RWR,16,2
88274,4242,CP-0500,25,12,129,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,7.16,8.16,7.16,2,13,2015,ARI,QB,3,1
88275,4242,LF-0200,0,0,0,0,0,0,0,0,0,7,6,55,1,0,0,0,0,0,0,41,11.5,14.5,17.5,2,12,2015,ARI,LWR,11,1
88276,4242,DJ-1325,0,0,0,0,0,11,1,25,0,8,3,34,0,0,0,0,0,0,0,36,5.9,7.4,8.9,2,1,2015,ARI,RB,31,1
88277,4242,MF-0950,0,0,0,0,0,0,0,0,0,4,1,16,0,0,0,0,0,0,0,43,1.6,2.1,2.6,2,4,2015,ARI,RWR,15,1
88278,4242,TL-1025,0,0,0,0,0,2,1,7,0,4,2,36,0,5,161,0,0,10,0,40,4.3,5.3,6.3,2,1,2015,SEA,LWR,16,2
88279,4242,RW-3850,28,19,197,0,3,5,3,13,0,0,0,0,0,0,0,0,0,0,0,60,21.18,21.18,21.18,2,4,2015,SEA,QB,3,1
88280,4242,JK-0250,0,0,0,0,0,0,0,0,0,3,3,34,1,0,0,0,0,0,0,43,9.4,10.9,12.4,2,4,2015,SEA,RWR,15,1
88281,4242,CH-2350,0,0,0,0,0,0,0,0,0,6,4,42,0,0,0,0,0,0,0,52,4.2,6.2,8.2,2,4,2015,SEA,TE,84,2
88282,4242,CM-2280,0,0,0,0,0,17,7,102,0,1,0,0,0,0,0,0,0,0,0,29,10.2,10.2,13.2,2,3,2015,SEA,RB,32,3
88283,4242,DB-0500,0,0,0,0,0,0,0,0,0,7,5,46,0,0,0,0,0,0,0,46,4.6,7.1,9.6,2,5,2015,SEA,LWR,89,1
88284,4242,BB-3350,0,0,0,0,0,10,4,20,1,0,0,0,0,0,0,0,0,0,0,22,8,8,8,2,4,2015,SEA,RB,36,2
88285,4242,JN-0625,0,0,0,0,0,0,0,0,0,3,0,0,0,2,-2,0,0,0,0,9,0,0,0,2,1,2015,ARI,RWR,14,3
88286,4242,JB-6950,0,0,0,0,0,0,0,0,0,11,4,45,0,0,0,0,0,0,0,55,4.5,6.5,8.5,2,2,2015,ARI,WR,12,1
88287,4242,WT-0400,0,0,0,0,0,0,0,0,0,1,1,7,1,0,0,0,0,0,0,14,6.7,7.2,7.7,2,6,2015,SEA,FB,46,1
88288,4242,BG-0750,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,8,0,2,0.5,1,1.5,1,4,2015,ARI,LWR,10,3
88289,4242,CC-3200,0,0,0,0,0,0,0,0,0,5,4,29,1,0,0,0,0,0,0,35,8.9,10.9,12.9,1,7,2015,SEA,TE,86,3
88290,4242,FJ-0100,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,17,0.6,1.1,1.6,2,10,2015,SEA,RB,22,1
88291,4242,KS-1750,0,0,0,0,0,0,0,0,0,3,1,17,0,0,0,0,0,0,0,35,1.7,2.2,2.7,2,2,2015,SEA,RWR,17,2
88292,4242,KW-1250,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,2,3,2015,ARI,RB,33,4
88293,4242,DS-3800,18,8,84,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,-0.64,1.36,-0.64,2,9,2015,ARI,QB,5,2
88294,4242,AE-0750,0,0,0,0,0,2,1,2,0,2,1,7,0,0,0,0,0,0,0,19,0.9,1.4,1.9,2,3,2015,ARI,RB,38,3
88295,4242,DF-0550,0,0,0,0,0,0,0,0,0,2,1,7,0,0,0,0,0,0,0,40,0.7,1.2,1.7,1,3,2015,ARI,TE,85,1
88296,4242,TN-0550,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0,0,0,0,1,0.8,1.3,1.8,1,2,2015,ARI,TE,87,2
88297,4242,JG-3700,0,0,0,0,0,0,0,0,0,3,2,36,0,0,0,0,0,0,0,21,3.6,4.6,5.6,2,6,2015,ARI,TE,84,1
88298,4242,JB-6750,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,55,0,0,0,1,3,2015,ARI,LWR,13,2
88299,4242,KW-1175,0,0,0,0,0,1,1,5,0,1,1,8,0,0,0,0,0,0,0,18,1.3,1.8,2.3,1,1,2015,SEA,LWR,18,3
88300,4242,TJ-0300,4,3,28,0,0,2,0,-2,0,0,0,0,0,0,0,0,0,0,0,13,0.92,0.92,0.92,1,10,2015,SEA,QB,7,2
88301,4243,BC-3070,0,0,0,0,0,4,2,38,0,3,3,34,0,2,49,0,0,0,0,22,7.2,8.7,10.2,2,3,2015,STL,RB,36,3
88302,4243,CK-0250,37,22,231,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,71,9.44,9.44,9.44,2,4,2015,STL,QB,17,3
88303,4243,LK-0200,0,0,0,0,0,0,0,0,0,5,5,37,0,0,0,0,0,0,0,48,3.7,6.2,8.7,2,5,2015,STL,TE,88,1
88304,4243,TM-0650,0,0,0,0,0,18,6,44,1,0,0,0,0,0,0,0,0,0,0,36,10.4,10.4,10.4,2,2,2015,STL,RB,27,2
88305,4243,BQ-0050,0,0,0,0,0,0,0,0,0,5,2,23,0,0,0,0,0,10,0,30,2.3,3.3,4.3,2,4,2015,STL,SWR,83,2
88306,4243,BE-0350,0,0,0,0,0,0,0,0,0,1,1,44,0,5,63,0,0,0,0,20,4.4,4.9,5.4,2,2,2015,SF,LWR,10,3
